qid,gt,pred_label,pred_sent
2269,10,10,axial
2311,0,1,no
2313,0,0,yes
2318,1,1,no
2320,1,1,no
2328,28,8,brain
2333,1,1,no
2335,1,1,no
2349,0,1,no
2352,144,144,4th ventricle
2369,1,0,yes
2371,0,1,no
2372,0,0,yes
2377,1,1,no
2381,1,1,no
2383,1,1,no
2406,1,1,no
2408,1,0,yes
2420,0,0,yes
2425,283,246,micronodular
2428,0,259,hemorrhage
2430,0,0,yes
2448,1,0,yes
2452,1,1,no
2458,40,236,blind loop syndrome
2465,0,0,yes
2475,0,0,yes
2479,0,1,no
2481,290,166,ivc
2509,1,1,no
2515,0,0,yes
2520,1,1,no
2524,1,1,no
2538,0,1,no
2545,0,1,no
2546,0,1,no
2552,86,53,suprasellar cistern
2554,299,0,yes
2563,1,1,no
2568,1,1,no
2581,300,282,5cm
2586,0,0,yes
2592,1,1,no
2594,0,1,no
2596,1,1,no
2598,0,0,yes
2600,10,10,axial
2607,1,1,no
2617,235,235,mri
2623,303,49,right pca
2627,304,17,diffuse
2632,1,1,no
2642,1,1,no
2652,0,1,no
2660,1,1,no
2662,309,82,left
2682,0,0,yes
2702,1,1,no
2710,1,1,no
2714,1,0,yes
2716,18,18,ct
2721,0,1,no
2724,1,0,yes
2726,1,1,no
2731,1,0,yes
2735,63,82,left
2741,315,0,yes
2745,1,1,no
2752,317,280,6.5 x 6.2 x 8.8cm
2770,71,1,no
2771,24,1,no
2788,0,0,yes
2790,0,1,no
2817,0,1,no
2818,0,0,yes
2821,311,311,stomach
2823,311,311,stomach
2834,0,0,yes
2837,0,0,yes
2839,0,0,yes
2845,1,0,yes
2878,334,0,yes
2880,334,89,right lobe
2902,10,0,yes
2903,10,324,flair
2904,0,0,yes
2905,0,0,yes
2938,324,324,flair
2939,173,18,ct
2940,339,339,calcified atherosclerosis
2942,339,339,calcified atherosclerosis
2949,0,0,yes
2952,0,0,yes
2954,0,0,yes
2970,188,341,right subdural hematoma
2987,343,341,right subdural hematoma
2989,343,313,in bowel
3001,1,1,no
3003,1,0,yes
3015,347,310,hydropneumothorax
3017,347,0,yes
3026,235,18,ct
3027,235,0,yes
3030,10,10,axial
3055,1,1,no
3057,1,1,no
3059,1,1,no
3061,1,0,yes
3084,356,356,proximal aspect of appendix
3086,356,82,left
3132,0,1,no
3136,1,1,no
3138,1,1,no
