qid,gt,pred_label,pred_sent
2263,1,0,yes
2268,10,173,mr flair
2269,10,10,axial
2311,0,0,yes
2313,0,0,yes
2318,1,1,no
2320,1,1,no
2328,28,86,anterior mediastinum
2333,1,1,no
2335,1,1,no
2349,0,0,yes
2352,144,144,4th ventricle
2369,1,0,yes
2371,0,0,yes
2372,0,0,yes
2377,1,1,no
2381,1,1,no
2383,1,1,no
2406,1,1,no
2408,1,1,no
2420,0,0,yes
2425,283,0,yes
2428,0,388,bronchiectasis
2430,0,0,yes
2448,1,0,yes
2452,1,1,no
2458,40,40,right
2465,0,1,no
2475,0,0,yes
2479,0,0,yes
2481,290,325,sigmoid flexture of colon
2509,1,1,no
2515,0,0,yes
2520,1,1,no
2524,1,1,no
2538,0,1,no
2545,0,0,yes
2546,0,0,yes
2552,86,40,right
2554,299,169,pineal gland
2563,1,1,no
2568,1,1,no
2581,300,19,pancreas
2586,0,0,yes
2592,1,0,yes
2594,0,0,yes
2596,1,0,yes
2598,0,0,yes
2600,10,10,axial
2607,1,1,no
2617,235,173,mr flair
2623,303,204,ribs
2627,304,174,right cerebellum
2632,1,1,no
2642,1,1,no
2652,0,1,no
2660,1,1,no
2662,309,40,right
2682,0,0,yes
2702,1,1,no
2710,1,1,no
2714,1,1,no
2716,18,10,axial
2721,0,0,yes
2724,1,1,no
2726,1,1,no
2731,1,0,yes
2735,63,40,right
2741,315,40,right
2745,1,1,no
2752,317,394,aorta is bright
2770,71,40,right
2771,24,17,diffuse
2788,0,1,no
2790,0,1,no
2817,0,0,yes
2818,0,0,yes
2821,311,148,air
2823,311,0,yes
2834,0,0,yes
2837,0,0,yes
2839,0,0,yes
2845,1,0,yes
2878,334,69,it is less than half width of thorax
2880,334,447,exophytic cyst
2902,10,324,flair
2903,10,10,axial
2904,0,0,yes
2905,0,0,yes
2938,324,324,flair
2939,173,173,mr flair
2940,339,204,ribs
2942,339,339,calcified atherosclerosis
2949,0,0,yes
2952,0,0,yes
2954,0,1,no
2970,188,44,right lung
2987,343,58,less than half thorax
2989,343,10,axial
3001,1,1,no
3003,1,1,no
3015,347,379,biconvex
3017,347,365,abnormal hyperintensity in right occipital lobe
3026,235,18,ct
3027,235,324,flair
3030,10,10,axial
3055,1,1,no
3057,1,1,no
3059,1,1,no
3061,1,1,no
3084,356,390,csf is brightly lit
3086,356,124,medical process
3132,0,0,yes
3136,1,1,no
3138,1,1,no
